Komenda Cisco Catalyst IOS przeprowadzająca konsolę z trybu nieuprzywilejowanego do trybu exec	enable (skrót: en)
Adres IPv4 hosta znajdującego się w sieci 200.200.200.5/32	200.200.200.5																						
Rozwinięcie akronimu SVC jako opisu połączenia logicznego w technologii ATM	Switched Virtual Circuit																						
Wewnątrz jakiej jednostki logicznej agregowane są wirtualne kanały ATM	Virtual Path Connection (raczej Channel)																						
Długość adresu AESA NSAP ATM	20 bajtów (odp w pytaniu)																						
Parametry tras BGP, które można modyfikować w ramach route-maps	WEIGHT, LOCAL_PREFERENCE i MED																						
Nazwa rutera iBGP umożliwiającego podzielenie AS na części w celu redukcji ilości sesji BGP	Route Reflector																						
Parametr określający przepustowość gwarantowaną w danej chwili czasowej przez dostawcę - w technologii Frame Relay	CIR																						
Wartość (w protokole IP) maksymalnego opóźnienia dla dostarczenia pakietu IP do odbiorcy	brak ("Nie jest definiowane opóźnienie maksymalne – ewentualny timeout dla usługi określany jest w warstwach wyższych")																						
Liczba bitów w adresie IPv6	128																						
Wariant protokołu BGP operujący pomiędzy AS	eBGP																						
Nazwa dowolnego komunikatu PDU w protokole SNMP	GetRequest, GetNextRequest, ִSetRequest, GetResponse, Trap																						
Rozwinięcie skrótu SDH	Synchronous Digital Hierarchy																						
Dwa typy celek ATM w zależności od typu interfejsu ATM	UNI, NNI																						
Nazwa typu interfejsu umożliwiającego zarządzanie modemem	Dialer																						
Określenie w technologii NAT adresów IP w datagramach IP w sieci typu outside	global																						
Nazwa obszaru (area) wyizolowanego w rutowaniu dynamicznym OSPF	stub area																						
Ruter iBGP mający prawo otrzymywania komunikatów o lokalnych trasach od rutera BGP Router Reflector	RRC																						
Dwa identyfikatory w ATM, służące do znajdywania ścieżki (adresu).	VCI i VPI																						
Rozwinięcia skrótu MPoA jako technologii stosowanej w ATM	Multiprotocol over ATM																						
rodzaje warstw ATM Adaptation Layers	5 wersji: AAL Type 0; AAL Type 1; AAL Type 2; AAL Type 3/4; AAL Type 5																						
przynajmniej dwa sposoby na (...) cable modem (...)																							
Nazwa typu interfejsu umożliwiającego zarządzanie modemem w Cisco IOS	Dialer																						
Określenie używane wobec obudowy przełącznika segmentu CORE (gromadzącej wszelkie urządzenia składowe)	Chassis																						
Port przeznaczony do obsługi VLAN TRUNK w przełącznikach Ethernet firmy HP	tagged																						
Nazwa najbardziej istotnego atrybutu ścieżki BGP branego pod uwagę w ruterach Cisco	WEIGHT																						
Nazwa systemu operacyjnego dla ruterów i przełączników firmy Extreme Networks	ExtremeWare OS																						
20. Nazwa (identyfikator) rutera OSPF przekazującego informację o trasach poza domenę OSPF	ASBR																						
Liczba warstw w modelu warstowym sieci SAN (Storage Area Network)	3 / raczej 5																						
Interfejs telefonii analogowej, do którego podłączamy intefejs FXO	FXS																						
Wariant protokołu BGP operujący pomiędzy AS	eBGP																						
Rozwinięcie skrótu SDH jako technologii przekazywania danych w sieci WAN	Synchronous Digital Hierarchy																						
Nazwa atrybutu BGP informującego o pochodzeniu informacji o prefiksie z iBGP, eBGP lub redystrybucji	ORIGIN																						
Maksymalna wartość identyfikatora Systemu Autonomicznego w BGP	65535																						
Nazwy dwóch klas obszarów definiowanych w protokole rutowania dynamicznego IS-IS	inter area, intra area																						
Określenie techniki segmentacji sieci Fibre Channel przy pomocy przełączników SAN Fabric	zoning																						
Maksymalna długość danych w ramce PDU Frame Relay	8188 bajtów																						
Atrybut ścieżki BGP definiowany dla konkretnego rutera i posiadający najwyższy priorytet	WEIGHT																						
Długość nagłówka celki ATM	5 bajtów																						
Technika skalowania iBGP zakładająca tworzenie fikcyjnych AS wewnątrz rzeczywistego AS w celu redukcji ilości sesji BGP	AS Confederations																						
Komenda Cisco IOS sprawdzająca stan mapowań DLCI i interfejsów w tablicy rutowania Frame Relay	show frame-relay map/show frame-relay pvc																						
Atrybut BGP umożliwiający ocenę w danym AS drogi z innego sąsiedniego AS	LOCAL_PREFERENCE																						
Nazwa (określenie) centralnego modułu zarządzającego pracą przełączników Cisco z serii 4000, 5000, 6000 (segmentu CORE)	Supervisor																						
Atrybut ścieżki BGP zawierający listę AS, przez które ścieżka przechodzi	AS_PATH																						
Nazwa przynajmniej jednego systemu kodowania ramek LMI w technologii Frame Relay	cisco, ansi, q933a																						
podaj 3 warstwy E-Carrier 	chyba  E1, E9, T1																						
Nazwa dodatkowego modułu stosowanego w celu zwiększenia wydajności przęłączników segmentu CORE Cisco	Switch Fabric																						
Parametry asocjacji TCP	Typ protokołu, adres i port węzła lokalnego, adres i port węzła zdalnego																						
Identyfikatory w ATM	VCI, VPI																						
Wymień 3 rodzaje kategorii / prędkości E-carrier	E2: multiplexing level 2: 8 Mbit/s, E3: multiplexing level 3: 34 Mbit/s,E4: multiplexing level 4: 140 Mbit/s																						
Router MPLS wysyłający datagramy	Upstream Router																						
Sieć VRF działająca bez MPLS	VRF Lite																						
Protokoły używane do budowania VPN	PPTP, L2TP																						
Cel użycia GRE (general routing encapsulation)	Łączenie zdalnych sieci stosujących protokoły inne niż IP, przesyłanie ruchu IPv6 przez sieć IPv4, przesyłanie ruchu szyfrowanego. (końcówka wykładu ROUTE (II)																						
Proces uogólniania adresów sieci IP, do których z r(eguły?) prowadzi ta sama ścieżka, stosowany w rutowaniu (..?)	Route Summarization																						
Komenda Cisco IOS umożliwiająca zdefiniowanie reguł rutowania statycznego	ip route\																						
Komenda Cisco IOS powodująca aktywację procesu (..) RIP w ruterze Cisco	router rip nazwa																						
Komenda Cisco IOS definiująca/aktywująca do edycji dowolnie wybrany pod-interfejs w ruterze Cisco	int fa0/0.1																						
Dwie główne techniki poszukiwania tras w stosowanych protokołach rutowania dynamicznego IP	link-state, distance-vector																						
Domyślna wartość Administrative Distance w tablicy rutowania dla statycznej reguły rutowania	1																						
Alternatywa dla protokołu PPP, choć nie dostarczająca autentyfikacji węzłów sieci	HDLC																						
Nazwa obszaru (area) wyizolowanego w rutowaniu dynamicznym OSPF	Stub area																						
Liczba typów komunikatów LSA w protokole rutowania dynamicznego IP OSPF	6 głównych/11 w sumie																						
Postać skrócona adresu IPv6 2:2:0:0:0:0:2:2	2:2::2:2																						
Rozwinięcie akronimu ARP jako protokołu sieciowego	Address Resolution Protocol																						
Odpowiednik IPv4 adresu ::/128 IPv6	0.0.0.0/32																						
Rodzaj adresu, który w NAT służy do określenia hosta w sieci publicznej (sieci outside)	outside global																						
Domyślna wartość metryki Administrative Distance dla protokołu rutowania dynamicznego RIP	120																						
Postać skrócona adresu IPv6: 6A3E:A25E:0:0:0:0:0:0	6A3E:A25E::																						
Wariant protokołu ICMP dostosowanego do obsługi IPv6	ICMPv6																						
Długośc identyfikatora NLA w adresie IPv6 (liczba bitów)	24																						
Komenda Cisco IOS powodująca uruchomienie rutowania IPv6 dla ruchu unicast	ipv6 unicast-routing																						
Wariant protokołu rutowania dynamicznego RIP kompatybilnego w IPv6	RIPng																						
Konstrukcja definiowana w Cisco IOS przypisywana do sąsiada BGP i umożliwiająca manipulowanie atrybutami tras	route-map																						
W których wartwach modelu ISO OSI operuje przełącznik rutujący Ethernet	1 - 3 																						
Co oznacza określenie Gateway of last resort w tablicy rutowania	Jest to domyślna trasa rutowania. Używana gdy jakiekolwiek inne nie będą pasować																						
IPv6 adresu 127:0:0:1 IPv4	::1/128																						
Adres Ipv6 adresy auto konfiguracji IPv4 (gdy host nie dostał adresu przez DHCP)	fe80::/10																						
Wariant protokołu OSPF kompatybilny z IPv6	OSPFv3																						
Nazwa komunikatu rozgłaszanego w ramach OSPF przekazującego informacje o ścieżce	LSA																						
Adres IPv4 hosta znajdującego się w sieci 200.200.200.5/32	200.200.200.5																						
Rodzaje ruterów OSPF wyróżniane w ramach pracy tego protokołu	ABR, Internal router, Backbone router, ASBR																						
Nazwa trzeciej warstwy Internet Protocol Suite (to nie to samo co OSI)	transportowa																						
Długość (liczba bitów) identyfikatora SLA w IPv6	16																						
Wartość (w protokole IP) maksymalnego opóźniania dla dostarczenia pakietu IP do odbiorcy	brak ("Nie jest definiowane opóźnienie maksymalne – ewentualny timeout dla usługi określany jest w warstwach wyższych")																						
Nazwa dowolnego komunikatu PDU w protokole SNMP	GetRequest, GetNextRequest, ִSetRequest, GetResponse, Trap																						
Liczba bitów w adresie IPv6	128																						
Nazwa najbardziej istotnego atrybutu ścieżki BGP branego pod uwagę w ruterach Cisco	WEIGHT																						
Nazwa instytucji zajmującej się zarządzaniem Systemami Autonomicznymi i BGP w Europie	RIPE																						
Długość (liczba bitów) identyfikatora Systemu Autonomicznego (AS) rutowania IP	16																						
Adres IPv6 będący odpowiednikiem adresu IPv4: 1.254.0.254 w notacji IPv6-mapped-IPv4	0:0:0:0:FFFF:1.254.0.254/96																						
Nazwy dwóch klas obszarów definiowanych w protokole routowania dynamicznego IS-IS	Level 1 intra-area, Level 2 inter-area																						
Ogólna nazwa protokołów routowania dynamicznego operujących jednocześnie w wielu Systemach Autonomicznych (AS)	EGP (Exterior gateway protocol)																						
Jak nazywamy sieć IP podłączoną bezpośrednio do routera	Directly connected network (sieć ościenna)																						
Standardowy adres IPv4 wejścia do tunelu 6to4 (przy tunelowaniu IPv6 w IPv4)	192.88.99.1																						
Zakres unikatowych lokalnych adresów nie routowalnych IPv6	fc00::/7																						
Komenda Cisco IOS aktywująca w ruterze rutowanie BGP dla AS o wartości 100	router bgp 100																						
Komenda Cisco IOS uruchamiająca funkcję przełącznika Frame Relay w ruterze Cisco	frame-relay switching																						
Określenie używane wobec obudowy przełącznika segmentu CORE (gromadzącej wszelkie urządzenia składowe)	Chassis																						
Wartość ipv4 i maski (w odpowiedniej notacji) określająca wszystkie hosty w internecie	0.0.0.0/0																						
Jak nazywamy kodowanie bazujące na przenoszących informację zmianach stanu sygnału ? – np. zmiana stanu z L>H oznacza 1, a z H>L oznacza 0 ?	Manchester																						
Jak dzielimy światłowody w zależności od możliwości przesyłania wielu sygnałów równocześnie lub tylko sygnału pojedynczego?	jednomodowe i wielomodowe																						
Alternatywne nazwy procesu prefic aggregation (supernetting) prowadzonego podczas rutowania IP	route summarization albo route aggregation																						
Parametry tras BGP, które można modyfikować w ramach route maps	WEIGHT, LOCAL_PREFERENCE i MED																						
Komenda Cisco IOS włączająca funkcję mostka Ethernet z jednoczesną możliwością rutowania do niego	bridge <nr> route ip																						
Wariant protokołu BGP operujący pomiędzy AS	eBGP																						
Maksymalna wartość identyfikatora Systemu Autonomicznego w BGP	65535																						
Nazwa rutera iBGP umożliwiającego podzielenie AS na części w celu redukcji ilości jednoczesnych sesji BGP	Route Reflector																						
Dwa warianty protokołu BGP (operujący na zewnątrz i wewnątrz AS)	eBGP i iBGP																						
Określenie dla obowiązkowych atrybutów ścieżki BGP	Powszechnie Obowiązkowe (Well-known Mandatory)																						
Komenda Cisco IOS definiująca sąsiada BGP o adresie 1.1.1.1 w AS 5	neighbor 1.1.1.1 remote-as 5																						
Dwie poznane techniki skalowania iBGP	AS Confederations, Route Reflector																						
Wariant rutowania BGP wyłącznie wewnątrz jednego Systemu Autonomicznego	iBGP																						
Rozwinięcie akronimu MED jako atrybutu ścieżki w BGP	Multi Exit Discriminator																						
Nazwa techniki definiowania kilku tras BGP z danego AS z dopuszczeniem wyboru pomiędzy nimi	multihoming																						
Nazwa atrybutu w komunikacie o trasie eBGP zawierającego listę AS, przez które trasa przechodzi	AS_PATH																						
Nazwa grupy AS w BGP agregowanej w celu określenia tych AS zbiorczo wybranymi atrybutami	Community																						
Nazwa atrybutu trasy BGP przypisanego do całego AS i określająca jakość połączenia z innymi AS	LOCAL_PREFERENCE																						
Atrybut trasy BGP, który określa preferowaną trasę gdy dwa AS mają wiele połączeń i nie wiadomo które z nich wybrać	MED (Multi Exit Discriminator)																						
Atrybut BGP umożliwiający ocenę w danym AS drogi z innego sąsiedniego AS	LOCAL_PREFERENCE (do sprawdzenia)																						
Technika skalowania iBGP zakładająca tworzenie fikcyjnych AS wewnątrz rzeczywistego AS w celu redukcji ilości sesji BGP	AS confederations\																						
Przynajmniej dwa rodzaje komunikatów w sesji BGP	open, update, notification, keepalive																						
Jaką ma długość i z jakich części składa się adres typu Media Access Control	długość: 48 bitów Pierwsze 24 bity oznaczają producenta karty sieciowej, pozostałe 24 bity są unikatowym identyfikatorem danego egzemplarza karty																						
Nazwa protokołu kontrolującego ruch multicast w sieciach IPv6	MLD (Multicast Listener Discovery)																						
Podział technik rutowania IP pod kątem interpretowania (bądź nie) klas adresów IP	Classful: IGRP, RIP, Classless: RIPv2, OSPF, EIGRP																						
Rozwinięcie akronimu AAL dla ATM	ATM Adaptation Layer																						
Maksymalna liczba bajtów danych przekazywana w celce ATM	48 B (+ 5 nagłowek = 53 B)																						
Nazwa składowej adresu AESA NSAP identyfikującej fizyczny interfejs będący wyjsciem z ATM	ESI																						
Pole występujące w nagłówkach celu ATM UNI, lecz nie występujące w nagłówku celki ATM NNI	GFC																						
Europejski odpowiednik standardu T-carrier	E-Carrier																						
Przynajmniej dwa warianty techniki multiplexing	space-division, frequency-division, time-division (podobnie jak w falach radiowych)																						
Długośc identyfikatora DLCI we Frame Relay (bity)	10																						
Rozwinięcie akronimu SVC jako opisu połączenia logicznego w technologii ATM	switched virtual circuit																						
Wewnątrz jakiej jednostki logicznej agregowane są wirtualne kanały ATM (ATM Virtual Channels)	VPC																						
Długośc adresu AESA NSAP ATM	20 bajtów																						
Nazwa sygnału testującego łącze T-carrier	BERT (Bit-Error Rate Test)																						
Parametr określający przepustowośc gwarantowaną w danej chwili czasowej przez dostawcę w technologii Frame Relay	CIR																						
Nazwa składowej adresu AESA NSAP identyfikującej fizyczny interfejs będący wyjściem z ATM	ESI																						
Rozwinięcie skrótu SDH jako technologii przekazywania danych w sieci WAN	Synchronous Digital Hierarchy																						
Nazwa atrybutu BGP informująca o pochodzeniu informacji o prefiksie z iBGP, eBGP lub redystrybucji	Origin																						
Dwa typy celek ATM w zależności od typu interfejsu ATM	UNI,NNI																						
Dowolny wybrany tryb adaptacji (Adaptive-shaping) przy informowaniu o przeciążeniach w Frame Relay	FECN/BECN																						
Wariant adresu AESA NSAP ATM stosowany domyślnie w urządzenia Cisco	ICD																						
Rozwinięcie akronimu PVC jako określenia obwodu sieci ATM	Permanent virtual circiut																						
Nazwa ramki przekazywanej między przełącznikami w technologii Frame Relay	PDU																						
Długość celki ATM (bajty)	53																						
Nazwa intefejsu ATM tworzonego pomiędzy dwoma przełącznikami ATM	NNI																						
Unikatowy identyfikator połączenia w technologii Frame Relay (w warstwie 2 ISO OSI)	DLCI																						
Nazwa interfejsu ATM tworzonego pomiędzy przełącznikem ATM a routerem bramką z sieci ATM	UNI																						
Długość identyfikatora DLCI we Frame Relay(bity)	10																						
Wewnątrz jakiej jednostki logicznej agregowane są wirtualne kanały ATM (ATM Virtual Channel)	VPC (Virtual Path Connection)																						
Długość identyfikatora VCI (Virtual Channel Identifier) w celce ATM	16 bitów																						
Nazwa przynajmniej jednego systemu kodowania ramek LMI w technologii Frame Relay	cisco, ansi, q933a																						
Maksymalna długość danych w ramce PDU Frame Relay	8188 bajtów																						
Długość nagłówki celki ATM	5 bajtów																						
Komenda Cisco IOS sprawdzająca stan mapowań DLCI i interfejsów w tablicy rutowania Frame Relay	show frame-relay map/show frame-relay pvc																						
Skrót literowy określający usługę telefonii analogowej	POTS																						
Interfejs telefonii analogowej do której podłączamy interfejs FXO	FXS																						
Rozwinięcie akronimu CPE jako określenia strony komunikacji w asymetrycznym lub symetrycznym DSL	customer premises equipment																						
Przynajmniej dwa rodzaje uwierzytelniania w protokole PPP	PAP,CHAP																						
Określenie techniki segmentacji sieci Fibre Channel przy pomocy przełączników SAN Fabric	Zoning																						
Nazwa (określenie) centralnego modułu zarządzania pracą przełączników Cisco z serii 4000, 5000, 6000 (segmentu CORE)	Supervisor																						
Tryb pracy sieci SAN (Fibre Channel) oparty o fizyczną topologię pierścienia	Pętla z arbitrażem																						
Nazwa portu przełącznika Fibre Channel używana do podłącznia do niego portów z innych urządzeń (serwerów)	Port F																						
Nazwa dodatkowego modułu stosowanego w celu zwiększenia wydajności przęłączników segmentu CORE Cisco	Switch Fabric																						
Nazwa (akronim) unikatowego identyfikatora urządzenia w sieciach Fibre Channel	WWNN, lub WWPN jeśli urządzenie ma parę portów FC																						
Nazwa portu Fibre Channel przełącznika SAN (FC Fabric) służącego do połączenia z innymi przełącznikami SAN	Port E																						
Długość adresu interfejsu fizycznego w ramkach FC-2 (Fibre Channel)	24																						
Określenie karty zawierającej serię interfejsów sieciowych w przełącznikach Segmentu CORE	line card																						
Nazwa urządzenia centralnego o które oparta jest topologia gwiazdy w sieciach SAN (Fibre Channel)	Switch Fabric																						
Nazwa modułu sprzętowego w przełącznikach Ethernet Cisco używanego do wykrywania zagrożeń w ruchu sieci	IDS (Intrusion Detection System)																						
Określenie dla techniki agregowania łączy w sieciach SAN (Storage Area Network) w celu zwiększenia przepustowości	Striping																						
Liczba warstw w modelu warstwowym sieci SAN (Storeage Area Network)	3 / a nie 5?																						
Opisz wyposażenie kabla typu SFTP (S/FTP). Podaj także rozszerzenie skrótu.	S/FTP (dawniej SFTP) –każda para przewodów otoczona jest osobnym ekranem z folii, cały kabel pokryty jest pancerzykiem../Shielded Foiled Twisted Pair																						
W której warstwie OSI pracuje repaeater ?	fizycznej																						
Standaryzowana jednostka wysokości urządzenia w RACK:	Unit. 1U = 1.75cala = 44,45 mm																						
Nazwa technologii umożliwiającej przesyłanie danych z użyciem przewodów sieci energetycznej	PLC - power line communication																						
Urzadzenie pasywne montowane w szafie krosowniczej RACK umożliwiające ręczne przełaczanie wtyków RJ45	Patch panel																						
Wariant kabla TP montowanego w miejscach narażonych na zakłócenia elektromagnetyczne	SFTP																						
Wartość MTU dla ramek IEE 802.11 bez uwzględnienia WEP	2304 bajtów																						
Określenie trybu komunikowania w parach (czyli punkt punkt bez użycia Access Point ) stosowanego w IEEE 802.11	Ad hoc - IBSS (Independent Basic Service Set)																						
Nazwa typu interfejsu umożliwiającego zarządzanie modemem	Dialer																						
Co oznacza akronim SSID ww technologii IEEE 802.11	service set identifier																						
Odpowiednik funkcjonalności CSMA/CD stosowany w standardzie IEEE 802.11	CSMA/CA (Carrier Sense Multiple Access / with Collision Avoidance)																						
Zakres prędości transmisji (Mbps) dla standardu IEEE 802.11a	6-54Mb/s																						
Rozwinięcie akronimu TKIP w standardzie IEEE 802.11	Temporal Key Integrity Protocol																						
Przynajmniej trzy nazwy szyfrów symetrycznych (tj. używających klucza symetrycznego) stosowanych w technologiach sieciowych	AES DES IDEA																						
Na czym polega pasywne skanowanie kanałów w IEEE 802.11	nasłuchiwanie ruchu ramek beacon kierowanych do stacji z przełączeniem skanowania na kolejne kanały																						
Maksymalna liczba aktywnych stacji typu slave w jednej pikosieci Bluetooth (IEE 802.15)	7																						
Moce urządzeń nadawczych kolejno w klasach 1,2,3 definiowanych w IEE 802.15 (Bluetooth)	100 mW, 2,5 mW, 1 mW																						
Nazwa protokołu umożliwiającego nadbudowanie nad Bluetooth (IEEE 802.15) fragmentacji ramek i QoS	L2CAP																						
Podaj wzór określający EIRP	EIRP = P - Tk + Gi gdzie EIRP i P (moc nadajnika) podane są w dBm, Tk (tłumienie kabla) w dB a Gi (zysk anteny w stosunku do anteny izotropowej) w dB																						
Nazwa technologii definiowanej standardem IEEE 802.16	WiMAX (Worldwide Interoperability for Microwave Access)																						
Rozmiar pola "numer sekwencji" w nagłówku TCP	32 bity																						
Rodzaje urządzeń ZigBee	ZigBee Coordinator, ZigBee Router, ZigBee End Device																						
EGZAMIN	ZEROWY 2015																						
Nazwa trybu IP PIM push mode rutowania dynamicznego IP Multicast	PIM dense mode																						
Jaką informację zawiera pojedynczy wpis w tablicy rutowania IPv4 Multicast?	???? Jak ktoś wie, niech odpowie w komentarzu																						
Nazwa rutera IGMP czynnie kontrolującego obecność zarejestrowanych wcześniej odbiorców ruchu IP multicast	Querier																						
Nazwa rutera centralnego (zarządzającego procesem rutowania w ramach protokołu ODR (On Demant Ruting)	ODR-HUB 																						
Przeznaczenie pola tzw. rozmiaru okna (Window size) w datagramie TCP	16-bitowe pole używane przez komputer docelowy w celu poinformowania komputera źródłowego o tym, ile danych jest gotów przyjąć w jednym segmencie TCP.																						
i	PIM push-mode																						
Pełna nazwa pola w datagramie IP umożliwiającego przenoszenie informacji na temat QoS	DSCP/ECN																						
Przynajmniej 4 rodzaje obszarów (area) definiowanych wewnątrz domeny OSFP i w ramach tego protokołu	backbone, standard, stub, totally stubby areas																						
Przeznaczenie technologii IP SLA (Sevice Level Agreement) użytkowanej w systemach operacyjnych dla ruterów IP	monitorowanie infrastruktury wykorzystywanej w procesach rutowania IP oraz podejmowanie zaprogramowanych akcji po wykryciu określonego jej stanu																						
Rozwinicie akronimów IRB oraz CRB jako technologii mostkowania ruchu sieciowego w ruterach Cisco	Integrated Routing and Bridging, Concurrent Routing and Bridging																						
Nazwa wyróżnionego rutera IP multicast przechowującego informacj o grupach multicast w IP PIM sparse mode	Rendezvous Point																						
Nazwa iterfejsu ATM tworzonego pomidzy dwoma przełącznikami ATM (w przeciwiestwie do interfejsu pomidzy przełącznikiem ATM i ruterem IP)	NNI - Network-Network Interface																						
Liczba bitów w adresie IPv4 klasy B, przyznaczonych do określenia adresu hosta w sieci IP	16																						
Nazwa techniki (w Cisco IOS) umożliwiającej wykorzystywanie list kontrolnych (ACL) do kontroli procesu rutowania dynamicznego	route-map																						
																							
Przynajmniej trzy nazwy szyfrów symetrycznych (tj. używających klucza symetrycznego) stosowanych w technologiach sieciowych	AES DES IDEA																						
Maksymalna liczba aktywnych stacji typu slave w jednej pikosieci Bluetooth (IEE 802.15)	7																						
Co oznacza akronim SSID ww technologii IEEE 802.11 (wystarczyło rozwinąć skrót)	service set identifier																						
Interfejs telefonii analogowej do której podłączamy interfejs FXO	FXS																						
Alternatywa dla protokołu IGMP stosowana w przypadku zarządzania grupami IPv6 multicast	MLD																						
Grupa datagramów wysyłanych i rozpatrywanych jednocześnie przez MPLS	 																						
Router MPLS wysyłający datagramy	Upstream Router																						
Sieć VRF działająca bez MPLS	VRF Lite																						
Protokoły używane do budowania VPN	PPTP, L2TP																						
Cel użycia GRE (general routing encapsulation)	Łączenie zdalnych sieci stosujących protokoły inne niż IP, przesyłanie ruchu IPv6 przez sieć IPv4, przesyłanie ruchu szyfrowanego. (końcówka wykładu ROUTE (II)																						
Akronim dla synchronicznych sieci optycznych	SONET																						